player_name,club,atta_serial,atta_position,atta_assists,atta_corner_taken,atta_offsides,atta_dribbles,atta_match_played,atte_serial,atte_position,atte_total_attempts,atte_on_target,atte_off_target,atte_blocked,atte_match_played,defe_serial,defe_position,defe_balls_recoverd,defe_tackles,defe_t_won,defe_t_lost,defe_clearance_attempted,defe_match_played,disc_serial,disc_position,disc_fouls_committed,disc_fouls_suffered,disc_red,disc_yellow,disc_minutes_played,disc_match_played,dist_serial,dist_position,dist_pass_accuracy,dist_pass_attempted,dist_pass_completed,dist_cross_accuracy,dist_cross_attempted,dist_cross_complted,dist_freekicks_taken,dist_match_played,goal_serial_x,goal_position_x,goal_saved,goal_conceded,goal_saved_penalties,goal_cleansheets,goal_punches_made,goal_match_played_x,goal_serial_y,goal_position_y,goal_goals,goal_right_foot,goal_left_foot,goal_headers,goal_others,goal_inside_area,goal_outside_areas,goal_penalties,goal_match_played_y,key__position,key__minutes_played,key__match_played,key__goals,key__assists,key__distance_covered,cluster,pca1,pca2
dulanto,sheriff,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Defender,3.0,0.0,3.0,0.0,6.0,95.0,Defender,32.0,11.0,3.0,8.0,39.0,6.0,201.0,Defender,5.0,1.0,3.0,0.0,540.0,6.0,343.0,Defender,81.3,195.0,162.0,0.0,0.0,0.0,11.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,540.0,6.0,0.0,0.0,53,0,1.3150561843157247,4.074461536274768
dumfries,inter,64.0,Defender,1.0,0.0,0.0,5.0,7.0,153.0,Defender,6.0,1.0,4.0,1.0,7.0,337.0,Defender,10.0,6.0,1.0,5.0,4.0,7.0,31.0,Defender,12.0,7.0,1.0,0.0,467.0,7.0,440.0,Defender,77.2,124.0,93.0,14.0,14.0,2.0,0.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,467.0,7.0,0.0,1.0,60.2,0,2.398479341289029,0.6885854261025735
dybala,juventus,64.0,Forward,1.0,2.0,0.0,8.0,5.0,52.0,Forward,12.0,5.0,7.0,0.0,5.0,404.0,Forward,7.0,2.0,1.0,1.0,0.0,5.0,417.0,Forward,2.0,6.0,0.0,0.0,255.0,5.0,172.0,Forward,87.0,178.0,156.0,11.0,9.0,1.0,3.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,Forward,3.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,5.0,Forward,255.0,5.0,3.0,1.0,30.6,2,3.6194534990121214,-5.2327222284421016
dzyuba,zenit,64.0,Forward,1.0,0.0,2.0,1.0,6.0,153.0,Forward,6.0,1.0,3.0,2.0,6.0,479.0,Forward,4.0,1.0,0.0,1.0,8.0,6.0,491.0,Forward,1.0,3.0,0.0,0.0,277.0,6.0,556.0,Forward,65.8,61.0,39.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,277.0,6.0,0.0,1.0,31.2,1,0.1535684589926308,-1.4028095679005814
dário essugo,sporting cp,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,578.0,Midfielder,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,9.0,1.0,0.0,0.0,1.8,3,-4.899268731312604,-1.9742579290377402
džeko,inter,64.0,Forward,1.0,0.0,2.0,4.0,7.0,13.0,Forward,25.0,12.0,6.0,7.0,7.0,428.0,Forward,6.0,0.0,0.0,0.0,5.0,7.0,326.0,Forward,3.0,10.0,0.0,0.0,541.0,7.0,501.0,Forward,72.9,157.0,116.0,0.0,6.0,0.0,1.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,Forward,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,7.0,Forward,541.0,7.0,3.0,1.0,64.6,6,5.822794694495142,-5.656975285506851
e. hazard,real madrid,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Forward,3.0,3.0,0.0,0.0,3.0,578.0,Forward,1.0,0.0,0.0,0.0,0.0,3.0,491.0,Forward,1.0,3.0,0.0,0.0,84.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,84.0,3.0,0.0,0.0,10.8,1,-3.689482707784928,-1.9288693563054362
ederson,man. city,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,Goalkeeper,89.9,318.0,277.0,0.0,0.0,0.0,21.0,11.0,19.0,Goalkeeper,14.0,14.0,0.0,4.0,1.0,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,1003.0,11.0,0.0,0.0,51.6,3,-2.5249299572009103,3.2007180901641537
edwards,sporting cp,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Forward,1.0,1.0,0.0,0.0,1.0,578.0,Forward,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,32.0,1.0,0.0,0.0,4,3,-4.764104132209062,-1.8131231153763987
egan-riley,man. city,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,507.0,Defender,3.0,1.0,0.0,1.0,1.0,1.0,491.0,Defender,1.0,0.0,0.0,0.0,90.0,1.0,6.0,Defender,95.0,61.0,58.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,90.0,1.0,0.0,0.0,10.8,1,-3.968245724093919,-1.1856824312189131
eile,malmö,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,3.0,1.0,0.0,0.0,0.8,3,-4.8889928394718165,-1.4815448256984862
elanga,man. united,0.0,0,0.0,0.0,0.0,0.0,0.0,219.0,Forward,4.0,3.0,1.0,0.0,3.0,507.0,Forward,3.0,0.0,0.0,0.0,1.0,3.0,326.0,Forward,3.0,2.0,0.0,0.0,172.0,3.0,577.0,Forward,61.3,47.0,31.0,0.0,1.0,0.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Forward,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Forward,172.0,3.0,1.0,0.0,23,1,-1.6975272842941862,-2.400437688988897
elia,young boys,0.0,0,0.0,0.0,0.0,0.0,0.0,80.0,Forward,10.0,3.0,7.0,0.0,6.0,337.0,Forward,10.0,1.0,0.0,1.0,0.0,6.0,146.0,Forward,6.0,6.0,1.0,0.0,489.0,6.0,337.0,Forward,81.8,118.0,96.0,7.0,14.0,1.0,2.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Forward,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,Forward,489.0,6.0,1.0,0.0,49.1,2,1.7014726735243004,-1.3125475728810898
elliott,liverpool,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,59.0,1.0,0.0,0.0,7.9,3,-4.844975083492376,-1.449261053570618
emre can,dortmund,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,543.0,Defender,2.0,0.0,0.0,0.0,0.0,2.0,491.0,Defender,1.0,1.0,0.0,1.0,74.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,74.0,2.0,0.0,0.0,8.4,3,-4.3792722912359165,-1.6306279522976195
en-nesyri,sevilla,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Forward,3.0,0.0,2.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,Forward,5.0,3.0,3.0,1.0,83.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,83.0,2.0,0.0,0.0,10.2,3,-3.3878759125368405,-0.5863606445011484
eric garcía,barcelona,0.0,0,0.0,0.0,0.0,0.0,0.0,347.0,Defender,2.0,0.0,1.0,1.0,4.0,264.0,Defender,14.0,3.0,1.0,2.0,4.0,4.0,146.0,Defender,6.0,1.0,3.0,1.0,247.0,4.0,2.0,Defender,97.5,203.0,197.0,0.0,0.0,0.0,1.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,247.0,4.0,0.0,0.0,29.7,1,-1.1063935963055849,1.5017847695138054
eric ramirez,dynamo kyiv,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,Forward,1.0,0.0,0.0,0.0,16.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,16.0,2.0,0.0,0.0,2.7,3,-4.645654119278864,-1.5029748291335183
erokhin,zenit,0.0,0,0.0,0.0,0.0,0.0,0.0,219.0,Midfielder,4.0,0.0,2.0,2.0,6.0,507.0,Midfielder,3.0,3.0,0.0,3.0,1.0,6.0,417.0,Midfielder,2.0,2.0,0.0,0.0,104.0,6.0,1.0,Midfielder,98.0,27.0,26.0,0.0,2.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,104.0,6.0,0.0,0.0,15.7,1,-1.5172837964178192,-0.4778564518041501
ersin destanoğlu,beşiktaş,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,Goalkeeper,70.2,145.0,101.0,0.0,0.0,0.0,7.0,5.0,8.0,Goalkeeper,20.0,17.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,450.0,5.0,0.0,0.0,29.3,3,-3.867984401195424,0.7964163957485325
esteves,sporting cp,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Defender,1.0,0.0,0.0,1.0,1.0,543.0,Defender,2.0,1.0,0.0,1.0,1.0,1.0,491.0,Defender,1.0,2.0,0.0,0.0,73.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,73.0,1.0,0.0,0.0,8.4,1,-4.3807113914888465,-1.6459160781372981
estupiñán,villarreal,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Defender,1.0,0.0,0.0,1.0,10.0,15.0,Defender,52.0,8.0,4.0,4.0,31.0,10.0,107.0,Defender,7.0,3.0,2.0,0.0,645.0,10.0,301.0,Defender,83.2,282.0,229.0,28.0,14.0,4.0,3.0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,645.0,10.0,0.0,0.0,76.4,0,3.1655195010608086,4.824030059426766
evanilson,porto,0.0,0,0.0,0.0,0.0,0.0,0.0,219.0,Forward,4.0,1.0,2.0,1.0,4.0,479.0,Forward,4.0,6.0,2.0,4.0,3.0,4.0,71.0,Forward,9.0,15.0,0.0,0.0,313.0,4.0,397.0,Forward,79.5,72.0,58.0,0.0,1.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,313.0,4.0,0.0,0.0,34.9,1,-0.6556264088482006,0.3026582404625076
everton,benfica,0.0,0,0.0,0.0,0.0,0.0,0.0,98.0,Forward,9.0,4.0,4.0,1.0,9.0,285.0,Forward,13.0,7.0,5.0,2.0,2.0,9.0,146.0,Forward,6.0,9.0,0.0,0.0,543.0,9.0,413.0,Forward,78.7,115.0,87.0,44.0,9.0,4.0,0.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,543.0,9.0,0.0,0.0,67.1,0,2.3071927634656464,1.1133755471663545
f. de jong,barcelona,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Midfielder,3.0,1.0,1.0,1.0,6.0,151.0,Midfielder,25.0,10.0,3.0,7.0,3.0,6.0,263.0,Midfielder,4.0,7.0,1.0,0.0,523.0,6.0,87.0,Midfielder,90.2,346.0,312.0,0.0,1.0,0.0,8.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,523.0,6.0,0.0,0.0,69,0,1.0300721592221453,2.899679716308318
f. nmecha,wolfsburg,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,578.0,Midfielder,1.0,0.0,0.0,0.0,0.0,2.0,491.0,Midfielder,1.0,1.0,0.0,0.0,36.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,36.0,2.0,0.0,0.0,6.6,3,-4.51672046392029,-1.9479550107192727
fabinho,liverpool,0.0,0,0.0,0.0,0.0,0.0,0.0,179.0,Midfielder,5.0,1.0,2.0,2.0,13.0,4.0,Midfielder,74.0,23.0,9.0,14.0,8.0,13.0,20.0,Midfielder,14.0,11.0,1.0,0.0,849.0,13.0,80.0,Midfielder,90.3,595.0,549.0,0.0,2.0,0.0,9.0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Midfielder,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,Midfielder,849.0,13.0,1.0,0.0,105.5,0,8.297365992635873,6.1094211772754345
faivre,young boys,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,Goalkeeper,82.3,122.0,100.0,0.0,0.0,0.0,2.0,3.0,29.0,Goalkeeper,12.0,6.0,0.0,0.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,270.0,3.0,0.0,0.0,20.5,3,-4.2327392420028165,0.029833783753628978
fassnacht,young boys,0.0,0,0.0,0.0,0.0,0.0,0.0,113.0,Midfielder,8.0,3.0,4.0,1.0,3.0,364.0,Midfielder,9.0,0.0,0.0,0.0,2.0,3.0,417.0,Midfielder,2.0,0.0,1.0,0.0,269.0,3.0,219.0,Midfielder,85.7,86.0,73.0,16.0,6.0,1.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,269.0,3.0,0.0,0.0,23.3,1,-1.6299266415884568,-0.9912935265215244
fati,barcelona,0.0,0,0.0,0.0,0.0,0.0,0.0,219.0,Forward,4.0,1.0,1.0,2.0,3.0,543.0,Forward,2.0,1.0,1.0,0.0,0.0,3.0,146.0,Forward,6.0,2.0,0.0,0.0,154.0,3.0,186.0,Forward,86.7,74.0,64.0,50.0,2.0,1.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Forward,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Forward,154.0,3.0,1.0,0.0,19.7,1,-1.172348691588773,-1.9623098986214742
feddal,sporting cp,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Defender,1.0,0.0,1.0,0.0,6.0,158.0,Defender,24.0,8.0,3.0,5.0,19.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,Defender,71.5,259.0,229.0,0.0,0.0,0.0,7.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,450.0,6.0,0.0,0.0,49.2,1,-0.8296688480434963,2.3324505309301684
felipe,atlético,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Defender,1.0,0.0,1.0,0.0,7.0,82.0,Defender,34.0,3.0,1.0,2.0,31.0,7.0,107.0,Defender,7.0,2.0,3.0,2.0,472.0,7.0,489.0,Defender,73.6,195.0,168.0,0.0,0.0,0.0,5.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,472.0,7.0,0.0,0.0,51.4,0,0.8543525581766013,3.6689499462124933
fernandinho,man. city,24.0,Midfielder,2.0,0.0,0.0,1.0,8.0,219.0,Midfielder,4.0,0.0,2.0,2.0,8.0,226.0,Midfielder,17.0,9.0,4.0,5.0,1.0,8.0,491.0,Midfielder,1.0,12.0,1.0,0.0,347.0,8.0,235.0,Midfielder,85.3,291.0,254.0,40.0,5.0,2.0,12.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,347.0,8.0,0.0,2.0,44.7,0,2.96132544353988,1.7931639122938505
fernando,sevilla,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17.0,Midfielder,51.0,3.0,1.0,2.0,6.0,6.0,146.0,Midfielder,6.0,6.0,1.0,0.0,540.0,6.0,204.0,Midfielder,86.0,293.0,253.0,0.0,1.0,0.0,10.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,540.0,6.0,0.0,0.0,66.6,0,0.12676627680311614,2.7588172910627637
fernando,shakhtar donetsk,0.0,0,0.0,0.0,0.0,0.0,0.0,52.0,Midfielder,12.0,5.0,4.0,3.0,5.0,428.0,Midfielder,6.0,2.0,0.0,2.0,1.0,5.0,146.0,Midfielder,6.0,3.0,1.0,0.0,350.0,5.0,372.0,Midfielder,80.4,77.0,63.0,0.0,1.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Midfielder,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,Midfielder,350.0,5.0,2.0,0.0,34.8,2,1.2585634242868295,-2.7957936698657733
fernando costanza,sheriff,0.0,0,0.0,0.0,0.0,0.0,0.0,347.0,Defender,2.0,0.0,1.0,1.0,6.0,54.0,Defender,39.0,19.0,13.0,6.0,39.0,6.0,146.0,Defender,6.0,8.0,2.0,0.0,540.0,6.0,560.0,Defender,65.5,136.0,92.0,18.0,11.0,2.0,4.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,540.0,6.0,0.0,0.0,64.6,0,2.1678444330943694,4.9027771706301575
ferran torres,man. city,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Forward,3.0,1.0,0.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,Forward,1.0,0.0,0.0,0.0,71.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,71.0,1.0,0.0,0.0,8.1,3,-4.311612764959353,-1.6418728329564636
firmino,liverpool,0.0,0,0.0,0.0,0.0,0.0,0.0,44.0,Midfielder,13.0,5.0,2.0,6.0,7.0,226.0,Midfielder,17.0,2.0,1.0,1.0,1.0,7.0,263.0,Midfielder,4.0,2.0,0.0,0.0,323.0,7.0,219.0,Midfielder,85.7,176.0,150.0,0.0,0.0,0.0,0.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Midfielder,5.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,6.0,Midfielder,323.0,7.0,5.0,0.0,43.0,2,3.913722175438731,-4.967447462610215
florenzi,milan,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Defender,3.0,0.0,3.0,0.0,4.0,479.0,Defender,4.0,0.0,0.0,0.0,6.0,4.0,491.0,Defender,1.0,1.0,0.0,0.0,88.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,88.0,4.0,0.0,0.0,12.6,1,-3.344812894568008,-1.4426355322728805
flávio nazinho,sporting cp,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Defender,1.0,0.0,1.0,0.0,2.0,507.0,Defender,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,19.0,2.0,0.0,0.0,4,3,-4.453186660874932,-1.479742338250435
foden,man. city,24.0,Midfielder,2.0,13.0,6.0,12.0,11.0,19.0,Midfielder,22.0,9.0,7.0,6.0,11.0,337.0,Midfielder,10.0,5.0,1.0,4.0,0.0,11.0,201.0,Midfielder,5.0,10.0,1.0,0.0,658.0,11.0,354.0,Midfielder,81.1,287.0,238.0,26.0,23.0,6.0,3.0,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,Midfielder,3.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,11.0,Midfielder,658.0,11.0,3.0,2.0,89.1,6,10.11838442997224,-4.324935310664725
fonte,losc,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Defender,3.0,0.0,2.0,1.0,8.0,30.0,Defender,47.0,13.0,9.0,4.0,29.0,8.0,146.0,Defender,6.0,5.0,3.0,0.0,720.0,8.0,135.0,Defender,88.5,369.0,328.0,0.0,0.0,0.0,14.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,720.0,8.0,0.0,0.0,81.3,0,3.0899708474109,5.591488674445209
forsberg,leipzig,24.0,Forward,2.0,9.0,0.0,3.0,6.0,69.0,Forward,11.0,4.0,3.0,4.0,6.0,300.0,Forward,12.0,2.0,0.0,2.0,1.0,6.0,146.0,Forward,6.0,4.0,0.0,0.0,385.0,6.0,280.0,Forward,83.8,164.0,132.0,53.0,13.0,7.0,5.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Forward,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,Forward,385.0,6.0,2.0,2.0,48.2,2,4.531457932494493,-3.3736472891199116
foyth,villarreal,0.0,0,0.0,0.0,0.0,0.0,0.0,219.0,Defender,4.0,0.0,2.0,2.0,10.0,11.0,Defender,55.0,20.0,10.0,10.0,30.0,10.0,71.0,Defender,9.0,7.0,1.0,0.0,891.0,10.0,329.0,Defender,82.1,347.0,290.0,0.0,1.0,0.0,8.0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,891.0,10.0,0.0,0.0,98.7,0,4.68032838411797,6.382474340095862
francisco conceição,porto,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Forward,1.0,0.0,0.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,Forward,1.0,0.0,1.0,0.0,37.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,37.0,2.0,0.0,0.0,5.4,3,-4.29141435674393,-1.154473130019465
fred,man. united,0.0,0,0.0,0.0,0.0,0.0,0.0,179.0,Midfielder,5.0,2.0,2.0,1.0,6.0,121.0,Midfielder,29.0,10.0,6.0,4.0,2.0,6.0,263.0,Midfielder,4.0,10.0,1.0,0.0,433.0,6.0,250.0,Midfielder,84.8,262.0,224.0,50.0,2.0,1.0,5.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,433.0,6.0,0.0,0.0,43.4,0,1.3049132342755274,2.372471275742033
freuler,atalanta,64.0,Midfielder,1.0,0.0,0.0,6.0,6.0,347.0,Midfielder,2.0,2.0,0.0,0.0,6.0,110.0,Midfielder,30.0,10.0,6.0,4.0,8.0,6.0,146.0,Midfielder,6.0,11.0,0.0,0.0,526.0,6.0,264.0,Midfielder,84.2,360.0,307.0,33.0,3.0,1.0,11.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Midfielder,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,Midfielder,526.0,6.0,1.0,1.0,71.6,0,3.5466405763717974,1.5753190976024511
