player_name,club,atta_serial,atta_position,atta_assists,atta_corner_taken,atta_offsides,atta_dribbles,atta_match_played,atte_serial,atte_position,atte_total_attempts,atte_on_target,atte_off_target,atte_blocked,atte_match_played,defe_serial,defe_position,defe_balls_recoverd,defe_tackles,defe_t_won,defe_t_lost,defe_clearance_attempted,defe_match_played,disc_serial,disc_position,disc_fouls_committed,disc_fouls_suffered,disc_red,disc_yellow,disc_minutes_played,disc_match_played,dist_serial,dist_position,dist_pass_accuracy,dist_pass_attempted,dist_pass_completed,dist_cross_accuracy,dist_cross_attempted,dist_cross_complted,dist_freekicks_taken,dist_match_played,goal_serial_x,goal_position_x,goal_saved,goal_conceded,goal_saved_penalties,goal_cleansheets,goal_punches_made,goal_match_played_x,goal_serial_y,goal_position_y,goal_goals,goal_right_foot,goal_left_foot,goal_headers,goal_others,goal_inside_area,goal_outside_areas,goal_penalties,goal_match_played_y,key__position,key__minutes_played,key__match_played,key__goals,key__assists,key__distance_covered,cluster,pca1,pca2
shepeliev,dynamo kyiv,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,448.0,Midfielder,5.0,2.0,1.0,1.0,0.0,2.0,326.0,Midfielder,3.0,0.0,0.0,0.0,54.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,54.0,2.0,0.0,0.0,8.7,3,-4.230662981200543,-1.4021920106890238
shevchenko,shakhtar donetsk,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,Goalkeeper,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,4.0,1.0,0.0,0.0,0.5,3,-5.362002346052669,-1.3607504892530304
shkurin,dynamo kyiv,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,578.0,Forward,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,Forward,64.0,22.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,104.0,2.0,0.0,0.0,14,3,-3.9866660203776005,-1.3859816576179829
shoretire,man. united,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,578.0,Midfielder,1.0,0.0,0.0,0.0,0.0,1.0,491.0,Midfielder,1.0,3.0,1.0,0.0,22.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,22.0,1.0,0.0,0.0,3.3,3,-4.556478179663293,-1.8843996932350155
siebatcheu,young boys,0.0,0,0.0,0.0,0.0,0.0,0.0,80.0,Forward,10.0,3.0,6.0,1.0,6.0,448.0,Forward,5.0,1.0,0.0,1.0,2.0,6.0,107.0,Forward,7.0,3.0,0.0,0.0,341.0,6.0,541.0,Forward,68.3,64.0,51.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Forward,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,Forward,341.0,6.0,2.0,0.0,35.6,2,1.3200835932300559,-2.9288525569599204
sierro,young boys,0.0,0,0.0,0.0,0.0,0.0,0.0,179.0,Midfielder,5.0,3.0,1.0,1.0,5.0,337.0,Midfielder,10.0,1.0,0.0,1.0,7.0,5.0,201.0,Midfielder,5.0,0.0,2.0,0.0,240.0,5.0,505.0,Midfielder,72.4,114.0,86.0,60.0,5.0,3.0,4.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Midfielder,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,Midfielder,240.0,5.0,1.0,0.0,28.5,2,0.47553963039060937,-1.0545085172477593
simakan,leipzig,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Defender,1.0,0.0,1.0,0.0,4.0,179.0,Defender,22.0,5.0,2.0,3.0,8.0,4.0,146.0,Defender,6.0,3.0,2.0,0.0,297.0,4.0,48.0,Defender,92.0,158.0,142.0,100.0,1.0,1.0,7.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,297.0,4.0,0.0,0.0,32,1,-0.5442585194294468,1.901136325667292
slimani,sporting cp,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,Forward,2.0,0.0,1.0,0.0,104.0,2.0,511.0,Forward,71.5,23.0,17.0,0.0,1.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,104.0,2.0,0.0,0.0,12.4,1,-3.712291395860368,-0.8563467309703865
sobol,club brugge,64.0,Defender,1.0,0.0,0.0,4.0,4.0,347.0,Defender,2.0,0.0,2.0,0.0,4.0,264.0,Defender,14.0,4.0,3.0,1.0,11.0,4.0,326.0,Defender,3.0,2.0,0.0,0.0,331.0,4.0,472.0,Defender,75.0,96.0,74.0,25.0,4.0,1.0,1.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,331.0,4.0,0.0,1.0,39.1,1,-0.42040281236245897,0.2116542607013341
solet,salzburg,0.0,0,0.0,0.0,0.0,0.0,0.0,347.0,Defender,2.0,2.0,0.0,0.0,5.0,70.0,Defender,36.0,1.0,0.0,1.0,18.0,5.0,263.0,Defender,4.0,0.0,0.0,0.0,328.0,5.0,256.0,Defender,84.6,142.0,123.0,0.0,0.0,0.0,6.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,328.0,5.0,0.0,0.0,38.9,1,-1.0278171741267788,1.4402802395395216
solomon,shakhtar donetsk,0.0,0,0.0,0.0,0.0,0.0,0.0,130.0,Midfielder,7.0,1.0,4.0,2.0,5.0,428.0,Midfielder,6.0,0.0,0.0,0.0,0.0,5.0,417.0,Midfielder,2.0,2.0,0.0,0.0,322.0,5.0,95.0,Midfielder,90.0,136.0,123.0,0.0,5.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,322.0,5.0,0.0,0.0,42.3,1,-1.070684120020364,-0.6926809918986299
souza,beşiktaş,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Midfielder,3.0,0.0,2.0,1.0,5.0,49.0,Midfielder,40.0,20.0,12.0,8.0,9.0,5.0,107.0,Midfielder,7.0,3.0,3.0,1.0,442.0,5.0,165.0,Midfielder,87.2,267.0,237.0,0.0,1.0,0.0,13.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,442.0,5.0,0.0,0.0,55.5,0,1.6466700842247288,5.041995589980273
sowah,club brugge,0.0,0,0.0,0.0,0.0,0.0,0.0,153.0,Forward,6.0,0.0,3.0,3.0,5.0,317.0,Forward,11.0,7.0,1.0,6.0,4.0,5.0,201.0,Forward,5.0,2.0,0.0,0.0,298.0,5.0,547.0,Forward,67.2,110.0,77.0,7.0,14.0,1.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,298.0,5.0,0.0,0.0,38.4,1,-0.25410269627471876,0.3801298266083735
spielmann,young boys,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,8.0,1.0,0.0,0.0,1.5,3,-4.885062682687939,-1.4786623460442123
stanišić,bayern,64.0,Defender,1.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,21.0,2.0,0.0,1.0,3.6,3,-4.074107676252424,-1.7849864046364567
steffen,man. city,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,Goalkeeper,92.0,25.0,23.0,0.0,0.0,0.0,3.0,1.0,46.0,Goalkeeper,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,90.0,1.0,0.0,0.0,4,3,-4.795753932060234,-0.6551249201531351
steffen,wolfsburg,0.0,0,0.0,0.0,0.0,0.0,0.0,179.0,Midfielder,5.0,2.0,2.0,1.0,5.0,428.0,Midfielder,6.0,3.0,2.0,1.0,6.0,5.0,201.0,Midfielder,5.0,4.0,2.0,0.0,258.0,5.0,476.0,Midfielder,74.8,84.0,66.0,50.0,2.0,1.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Midfielder,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,Midfielder,258.0,5.0,2.0,0.0,31.1,2,0.9236738403913777,-1.834250430057876
stepanenko,shakhtar donetsk,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Midfielder,1.0,0.0,1.0,0.0,4.0,385.0,Midfielder,8.0,4.0,1.0,3.0,3.0,4.0,107.0,Midfielder,7.0,0.0,0.0,0.0,225.0,4.0,15.0,Midfielder,94.3,146.0,137.0,0.0,1.0,0.0,4.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,225.0,4.0,0.0,0.0,30.6,1,-1.7804776207895168,0.7737554867128338
sterling,man. city,24.0,Forward,2.0,0.0,6.0,14.0,12.0,28.0,Forward,17.0,6.0,9.0,2.0,12.0,404.0,Forward,7.0,3.0,0.0,3.0,0.0,12.0,20.0,Forward,14.0,10.0,1.0,0.0,581.0,12.0,139.0,Forward,88.4,206.0,185.0,12.0,8.0,1.0,1.0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,Forward,3.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,12.0,Forward,581.0,12.0,3.0,2.0,71.1,6,9.114986097552434,-4.004417794742727
stones,man. city,0.0,0,0.0,0.0,0.0,0.0,0.0,153.0,Defender,6.0,1.0,4.0,1.0,8.0,90.0,Defender,33.0,1.0,1.0,0.0,8.0,8.0,326.0,Defender,3.0,3.0,1.0,0.0,637.0,8.0,13.0,Defender,94.4,545.0,523.0,0.0,1.0,0.0,8.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,637.0,8.0,0.0,0.0,73.2,0,1.9877978794959952,2.7987122276119853
sudakov,shakhtar donetsk,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Midfielder,3.0,1.0,0.0,2.0,2.0,543.0,Midfielder,2.0,0.0,0.0,0.0,0.0,2.0,491.0,Midfielder,1.0,1.0,0.0,0.0,56.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,56.0,2.0,0.0,0.0,8.3,1,-4.020857362482412,-1.9946558201217708
sulejmani,young boys,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,7.0,1.0,0.0,0.0,-,3,-4.885848714044714,-1.479238841975067
supryaha,dynamo kyiv,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,578.0,Forward,1.0,3.0,1.0,2.0,0.0,2.0,417.0,Forward,2.0,2.0,0.0,0.0,81.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,81.0,2.0,0.0,0.0,10.9,3,-4.136709384151003,-1.4988654696034747
suso,sevilla,0.0,0,0.0,0.0,0.0,0.0,0.0,113.0,Forward,8.0,2.0,5.0,1.0,4.0,479.0,Forward,4.0,1.0,0.0,1.0,0.0,4.0,201.0,Forward,5.0,6.0,1.0,0.0,228.0,4.0,330.0,Forward,82.0,99.0,81.0,23.0,17.0,4.0,2.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,228.0,4.0,0.0,0.0,25.2,1,-0.5867301236062414,-0.7315606391856114
sutormin,zenit,0.0,0,0.0,0.0,0.0,0.0,0.0,347.0,Midfielder,2.0,2.0,0.0,0.0,4.0,448.0,Midfielder,5.0,1.0,0.0,1.0,3.0,4.0,491.0,Midfielder,1.0,1.0,0.0,0.0,293.0,4.0,114.0,Midfielder,89.5,160.0,145.0,33.0,6.0,2.0,4.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Midfielder,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,Midfielder,293.0,4.0,1.0,0.0,34.3,1,-0.5385806352990041,-1.400046046019764
sučić,salzburg,0.0,0,0.0,0.0,0.0,0.0,0.0,52.0,Midfielder,12.0,2.0,5.0,5.0,8.0,179.0,Midfielder,22.0,2.0,2.0,0.0,3.0,8.0,263.0,Midfielder,4.0,2.0,0.0,0.0,516.0,8.0,549.0,Midfielder,66.9,194.0,153.0,21.0,14.0,3.0,4.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Midfielder,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,Midfielder,516.0,8.0,1.0,0.0,65.4,2,3.3946966390775235,-1.4505394195227008
sydorchuk,dynamo kyiv,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Midfielder,3.0,1.0,2.0,0.0,6.0,64.0,Midfielder,37.0,5.0,3.0,2.0,8.0,6.0,326.0,Midfielder,3.0,4.0,2.0,0.0,536.0,6.0,172.0,Midfielder,87.0,297.0,262.0,0.0,1.0,0.0,13.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,536.0,6.0,0.0,0.0,69.1,0,0.7475202277813169,2.875740208223472
syrota,dynamo kyiv,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Defender,1.0,0.0,1.0,0.0,5.0,166.0,Defender,23.0,4.0,3.0,1.0,24.0,5.0,263.0,Defender,4.0,0.0,0.0,0.0,450.0,5.0,226.0,Defender,85.6,224.0,194.0,0.0,0.0,0.0,4.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,450.0,5.0,0.0,0.0,54,1,-0.6373226511313049,2.142555136263627
szczęsny,juventus,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,Goalkeeper,84.0,176.0,145.0,0.0,0.0,0.0,8.0,7.0,19.0,Goalkeeper,14.0,10.0,0.0,3.0,3.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,630.0,7.0,0.0,0.0,31.4,3,-3.638622515066549,1.6160834160531774
szoboszlai,leipzig,0.0,0,0.0,0.0,0.0,0.0,0.0,219.0,Midfielder,4.0,2.0,2.0,0.0,4.0,479.0,Midfielder,4.0,0.0,0.0,0.0,2.0,4.0,491.0,Midfielder,1.0,3.0,0.0,0.0,209.0,4.0,386.0,Midfielder,79.8,105.0,85.0,44.0,9.0,4.0,5.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Midfielder,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,Midfielder,209.0,4.0,2.0,0.0,26.9,2,0.17604812291664163,-3.1988512228495884
sérgio oliveira,porto,0.0,0,0.0,0.0,0.0,0.0,0.0,347.0,Midfielder,2.0,1.0,1.0,0.0,6.0,264.0,Midfielder,14.0,7.0,2.0,5.0,6.0,6.0,201.0,Midfielder,5.0,1.0,1.0,0.0,300.0,6.0,442.0,Midfielder,77.0,127.0,96.0,45.0,20.0,9.0,13.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Midfielder,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,Midfielder,300.0,6.0,1.0,0.0,39.7,2,1.872545941674604,0.002466119846861778
süle,bayern,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Defender,3.0,0.0,3.0,0.0,7.0,49.0,Defender,40.0,3.0,1.0,2.0,12.0,7.0,263.0,Defender,4.0,2.0,0.0,0.0,515.0,7.0,9.0,Defender,94.7,429.0,413.0,0.0,2.0,0.0,9.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,515.0,7.0,0.0,0.0,61.4,0,1.0195604601166235,2.97792970436849
t. hazard,dortmund,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Midfielder,3.0,0.0,2.0,1.0,3.0,479.0,Midfielder,4.0,2.0,0.0,2.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,Midfielder,80.7,66.0,54.0,33.0,6.0,2.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,142.0,3.0,0.0,0.0,19,1,-2.696560051444003,-0.8444132159595091
t. hernández,milan,64.0,Defender,1.0,3.0,4.0,10.0,5.0,277.0,Defender,3.0,0.0,2.0,1.0,5.0,189.0,Defender,21.0,5.0,2.0,3.0,11.0,5.0,201.0,Defender,5.0,9.0,2.0,0.0,450.0,5.0,417.0,Defender,78.6,215.0,172.0,31.0,16.0,5.0,7.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,450.0,5.0,0.0,1.0,51.4,0,2.4020955130531076,0.9422951485884093
taarabt,benfica,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,285.0,Midfielder,13.0,4.0,1.0,3.0,1.0,9.0,201.0,Midfielder,5.0,4.0,2.0,0.0,343.0,9.0,291.0,Midfielder,83.5,149.0,127.0,0.0,4.0,0.0,6.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,343.0,9.0,0.0,0.0,45.2,1,-0.08030597740974064,1.62190072751167
tadić,ajax,24.0,Forward,2.0,5.0,5.0,13.0,7.0,52.0,Forward,12.0,3.0,4.0,5.0,7.0,300.0,Forward,12.0,2.0,0.0,2.0,1.0,7.0,40.0,Forward,11.0,9.0,0.0,0.0,630.0,7.0,463.0,Forward,75.7,303.0,231.0,43.0,44.0,19.0,8.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Forward,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,Forward,630.0,7.0,2.0,2.0,78.9,5,7.40338365187791,-2.574200996139203
tagliafico,ajax,64.0,Defender,1.0,0.0,0.0,1.0,3.0,440.0,Defender,1.0,0.0,1.0,0.0,3.0,337.0,Defender,10.0,4.0,3.0,1.0,1.0,3.0,491.0,Defender,1.0,5.0,0.0,0.0,139.0,3.0,452.0,Defender,76.3,69.0,57.0,16.0,6.0,1.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,139.0,3.0,0.0,1.0,16.6,1,-1.4945266484024509,-0.44244486280824263
taremi,porto,64.0,Forward,1.0,1.0,2.0,4.0,6.0,28.0,Forward,17.0,3.0,10.0,4.0,6.0,300.0,Forward,12.0,2.0,0.0,2.0,7.0,6.0,71.0,Forward,9.0,6.0,1.0,0.0,494.0,6.0,523.0,Forward,70.3,108.0,75.0,0.0,1.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Forward,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,Forward,494.0,6.0,1.0,1.0,60.6,6,3.8844760736586292,-2.5935263718809867
taylor,ajax,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,578.0,Midfielder,1.0,1.0,0.0,1.0,0.0,3.0,326.0,Midfielder,3.0,0.0,0.0,0.0,38.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,38.0,3.0,0.0,0.0,6.6,3,-4.176431306226507,-1.648057809383586
ter stegen,barcelona,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,Goalkeeper,88.7,213.0,188.0,0.0,0.0,0.0,12.0,6.0,16.0,Goalkeeper,16.0,9.0,0.0,3.0,2.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,540.0,6.0,0.0,0.0,29,3,-3.632911276598781,1.6486985600430732
tetê,shakhtar donetsk,0.0,0,0.0,0.0,0.0,0.0,0.0,98.0,Forward,9.0,2.0,4.0,3.0,6.0,428.0,Forward,6.0,1.0,0.0,1.0,0.0,6.0,146.0,Forward,6.0,10.0,0.0,0.0,373.0,6.0,190.0,Forward,86.5,129.0,110.0,0.0,4.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,373.0,6.0,0.0,0.0,44.5,1,0.1394787380122628,-0.4052189946315366
thiago alcántara,liverpool,0.0,0,0.0,0.0,0.0,0.0,0.0,98.0,Midfielder,9.0,3.0,6.0,0.0,10.0,49.0,Midfielder,40.0,16.0,11.0,5.0,5.0,10.0,201.0,Midfielder,5.0,7.0,1.0,0.0,604.0,10.0,54.0,Midfielder,91.8,553.0,508.0,50.0,2.0,1.0,12.0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Midfielder,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,Midfielder,604.0,10.0,1.0,0.0,77.9,0,6.0491403903666106,3.31753142314257
thiago silva,chelsea,64.0,Defender,1.0,0.0,0.0,0.0,9.0,130.0,Defender,7.0,1.0,2.0,4.0,9.0,6.0,Defender,65.0,9.0,4.0,5.0,17.0,9.0,146.0,Defender,6.0,5.0,1.0,0.0,757.0,9.0,32.0,Defender,93.1,607.0,571.0,100.0,2.0,2.0,17.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,757.0,9.0,0.0,1.0,71.7,0,5.758355977003709,4.7388028782862675
tiago djaló,losc,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Defender,1.0,0.0,1.0,0.0,7.0,54.0,Defender,39.0,8.0,6.0,2.0,24.0,7.0,201.0,Defender,5.0,8.0,1.0,0.0,533.0,7.0,295.0,Defender,83.4,276.0,236.0,0.0,3.0,0.0,3.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,533.0,7.0,0.0,0.0,60.5,0,1.2794336254782903,3.7065821162021435
tiago tomás,sporting cp,0.0,0,0.0,0.0,0.0,0.0,0.0,219.0,Forward,4.0,1.0,3.0,0.0,5.0,543.0,Forward,2.0,5.0,1.0,4.0,0.0,5.0,326.0,Forward,3.0,4.0,1.0,0.0,162.0,5.0,590.0,Forward,56.8,27.0,20.0,33.0,3.0,1.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,162.0,5.0,0.0,0.0,22.1,1,-1.230769447049955,-0.3975172040991078
tigges,dortmund,0.0,0,0.0,0.0,0.0,0.0,0.0,347.0,Forward,2.0,0.0,1.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,Forward,4.0,1.0,0.0,0.0,100.0,2.0,586.0,Forward,57.5,19.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,100.0,2.0,0.0,0.0,13.4,1,-3.4318081735008903,-0.9219378469597946
