serial_attacking,player_name,club,position,assists_attacking,corner_taken_attacking,offsides_attacking,dribbles_attacking,match_played_attacking,serial_attempts,total_attempts_attempts,on_target_attempts,off_target_attempts,blocked_attempts,match_played_attempts,serial_goals,goals_goals,right_foot_goals,left_foot_goals,headers_goals,others_goals,inside_area_goals,outside_areas_goals,penalties_goals,match_played_goals,serial_disciplinary,fouls_committed_disciplinary,fouls_suffered_disciplinary,red_disciplinary,yellow_disciplinary,minutes_played_disciplinary,match_played_disciplinary,minutes_played_key_stats,match_played_key_stats,goals_key_stats,assists_key_stats,distance_covered_key_stats,cluster_offensive
,Giménez,Atlético,Defender,,,,,,179.0,5.0,0.0,4.0,1.0,7.0,,,,,,,,,,,263.0,4.0,3.0,1.0,0.0,585.0,7.0,585.0,7.0,0.0,0.0,63.3,0
,Ginczek,Wolfsburg,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,1.1,3
,Giroud,Milan,Forward,,,,,,179.0,5.0,3.0,2.0,0.0,5.0,,,,,,,,,,,201.0,5.0,2.0,2.0,0.0,261.0,5.0,261.0,5.0,0.0,0.0,29,0
24.0,Gnabry,Bayern,Forward,2.0,3.0,0.0,12.0,8.0,26.0,18.0,8.0,6.0,4.0,8.0,23.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,326.0,3.0,1.0,0.0,0.0,391.0,8.0,391.0,8.0,3.0,2.0,46.7,2
64.0,Gomes,LOSC,Midfielder,1.0,0.0,1.0,3.0,4.0,277.0,3.0,1.0,2.0,0.0,4.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,491.0,1.0,4.0,0.0,0.0,168.0,4.0,168.0,4.0,1.0,1.0,19.7,2
,Gomez,Liverpool,Defender,,,,,,440.0,1.0,1.0,0.0,0.0,7.0,,,,,,,,,,,491.0,1.0,0.0,0.0,0.0,245.0,7.0,245.0,7.0,0.0,0.0,30.4,3
64.0,Gonçalo Inácio,Sporting CP,Defender,1.0,0.0,0.0,2.0,7.0,440.0,1.0,0.0,1.0,0.0,7.0,,,,,,,,,,,326.0,3.0,2.0,1.0,0.0,561.0,7.0,561.0,7.0,0.0,1.0,60.7,0
64.0,Gonçalo Ramos,Benfica,Forward,1.0,0.0,0.0,4.0,7.0,80.0,10.0,2.0,4.0,4.0,7.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,94.0,8.0,6.0,2.0,0.0,369.0,7.0,369.0,7.0,1.0,1.0,52.1,2
,Goretzka,Bayern,Midfielder,,,,,,31.0,16.0,3.0,7.0,6.0,6.0,,,,,,,,,,,107.0,7.0,4.0,0.0,0.0,466.0,6.0,466.0,6.0,0.0,0.0,59.3,0
,Gosens,Atalanta,Midfielder,,,,,,277.0,3.0,2.0,1.0,0.0,2.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,417.0,2.0,0.0,0.0,0.0,101.0,2.0,101.0,2.0,1.0,0.0,12.1,3
64.0,Gravenberch,Ajax,Midfielder,1.0,15.0,1.0,18.0,8.0,98.0,9.0,5.0,2.0,2.0,8.0,,,,,,,,,,,6.0,17.0,11.0,1.0,0.0,703.0,8.0,703.0,8.0,0.0,1.0,89.1,0
,Grbić,LOSC,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,6.0,0.0,0.0,31.9,3
64.0,Grealish,Man. City,Midfielder,1.0,3.0,6.0,18.0,7.0,80.0,10.0,3.0,0.0,7.0,7.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,71.0,9.0,17.0,0.0,0.0,461.0,7.0,461.0,7.0,1.0,1.0,57.1,2
64.0,Greenwood,Man. United,Forward,1.0,0.0,3.0,6.0,4.0,347.0,2.0,2.0,0.0,0.0,4.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,326.0,3.0,3.0,1.0,0.0,304.0,4.0,304.0,4.0,1.0,1.0,38.1,2
24.0,Griezmann,Atlético,Forward,2.0,2.0,1.0,8.0,9.0,52.0,12.0,5.0,5.0,2.0,9.0,16.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,9.0,146.0,6.0,4.0,0.0,1.0,518.0,9.0,518.0,9.0,4.0,2.0,64.3,1
12.0,Grimaldo,Benfica,Defender,3.0,11.0,1.0,10.0,10.0,277.0,3.0,1.0,1.0,1.0,10.0,,,,,,,,,,,201.0,5.0,9.0,2.0,0.0,863.0,10.0,863.0,10.0,0.0,3.0,107.7,0
64.0,Grujić,Porto,Midfielder,1.0,0.0,0.0,3.0,6.0,130.0,7.0,6.0,1.0,0.0,6.0,,,,,,,,,,,71.0,9.0,4.0,1.0,0.0,320.0,6.0,320.0,6.0,0.0,1.0,40.9,0
,Gudmundsson,LOSC,Defender,,,,,,347.0,2.0,0.0,1.0,1.0,4.0,,,,,,,,,,,417.0,2.0,7.0,1.0,0.0,243.0,4.0,243.0,4.0,0.0,0.0,29.1,3
,Guerreiro,Dortmund,Defender,,,,,,347.0,2.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,182.0,3.0,0.0,0.0,23.1,3
,Gueye,Paris,Midfielder,,,,,,219.0,4.0,2.0,2.0,0.0,7.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,55.0,10.0,7.0,1.0,0.0,400.0,7.0,400.0,7.0,1.0,0.0,48.1,2
,Guilavogui,Wolfsburg,Midfielder,,,,,,440.0,1.0,0.0,1.0,0.0,5.0,,,,,,,,,,,40.0,11.0,2.0,4.0,1.0,429.0,5.0,429.0,5.0,0.0,0.0,50.5,0
,Guindo,Salzburg,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,0.0,0.0,1.2,3
,Gulácsi,Leipzig,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,5.0,0.0,0.0,27.2,3
,Gvardiol,Leipzig,Defender,,,,,,219.0,4.0,0.0,2.0,2.0,6.0,,,,,,,,,,,94.0,8.0,3.0,0.0,0.0,334.0,6.0,334.0,6.0,0.0,0.0,41.5,0
,Gómez,Sevilla,Forward,,,,,,179.0,5.0,1.0,1.0,3.0,5.0,,,,,,,,,,,491.0,1.0,5.0,0.0,0.0,322.0,5.0,322.0,5.0,0.0,0.0,36.7,3
,Gökhan Töre,Beşiktaş,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,4.0,0.0,0.0,11.2,3
24.0,Gündoğan,Man. City,Midfielder,2.0,16.0,1.0,3.0,10.0,40.0,14.0,2.0,4.0,8.0,10.0,,,,,,,,,,,263.0,4.0,7.0,1.0,0.0,660.0,10.0,660.0,10.0,0.0,2.0,86.4,0
,Günok,Beşiktaş,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,1.0,0.0,0.0,4.8,3
,Haaland,Dortmund,Forward,,,,,,52.0,12.0,7.0,5.0,0.0,3.0,23.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,417.0,2.0,2.0,0.0,0.0,203.0,3.0,203.0,3.0,3.0,0.0,22.3,2
,Haidara,Leipzig,Midfielder,,,,,,440.0,1.0,0.0,1.0,0.0,4.0,,,,,,,,,,,326.0,3.0,1.0,0.0,0.0,182.0,4.0,182.0,4.0,0.0,0.0,24.4,3
,Hakan Çalhanoğlu,Inter,Midfielder,,,,,,179.0,5.0,1.0,3.0,1.0,6.0,,,,,,,,,,,201.0,5.0,4.0,0.0,0.0,419.0,6.0,419.0,6.0,0.0,0.0,55.2,0
,Hakimi,Paris,Defender,,,,,,440.0,1.0,0.0,1.0,0.0,8.0,,,,,,,,,,,326.0,3.0,7.0,2.0,0.0,718.0,8.0,718.0,8.0,0.0,0.0,85.3,0
64.0,Haller,Ajax,Forward,1.0,0.0,3.0,9.0,8.0,16.0,24.0,15.0,8.0,1.0,8.0,3.0,11.0,3.0,4.0,3.0,1.0,11.0,0.0,1.0,8.0,6.0,17.0,11.0,1.0,0.0,668.0,8.0,668.0,8.0,11.0,1.0,82.2,1
,Handanovič,Inter,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,8.0,0.0,0.0,32,3
,Hateboer,Atalanta,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,1.0,0.0,0.0,11.8,3
,Havertz,Chelsea,Midfielder,,,,,,10.0,26.0,11.0,9.0,6.0,9.0,23.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,9.0,31.0,12.0,9.0,1.0,0.0,672.0,9.0,672.0,9.0,3.0,0.0,86.3,1
,Heaton,Man. United,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1.0,0.0,0.0,1.9,3
64.0,Hefti,Young Boys,Defender,1.0,0.0,0.0,3.0,6.0,347.0,2.0,1.0,0.0,1.0,6.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,71.0,9.0,1.0,1.0,0.0,386.0,6.0,386.0,6.0,1.0,1.0,38.8,2
24.0,Henderson,Liverpool,Midfielder,2.0,0.0,0.0,2.0,12.0,52.0,12.0,4.0,4.0,4.0,12.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,55.0,10.0,4.0,0.0,0.0,666.0,12.0,666.0,12.0,1.0,2.0,85.7,2
,Henderson,Man. United,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,1.0,0.0,0.0,4.4,3
,Hendry,Club Brugge,Defender,,,,,,347.0,2.0,1.0,0.0,1.0,6.0,,,,,,,,,,,263.0,4.0,2.0,0.0,0.0,540.0,6.0,540.0,6.0,0.0,0.0,61,0
,Henrichs,Leipzig,Defender,,,,,,347.0,2.0,0.0,2.0,0.0,4.0,,,,,,,,,,,491.0,1.0,0.0,0.0,0.0,51.0,4.0,51.0,4.0,0.0,0.0,7.2,3
,Hermoso,Atlético,Defender,,,,,,347.0,2.0,0.0,1.0,1.0,6.0,,,,,,,,,,,71.0,9.0,1.0,1.0,0.0,425.0,6.0,425.0,6.0,0.0,0.0,47.7,0
,Herrera,Atlético,Midfielder,,,,,,440.0,1.0,0.0,1.0,0.0,4.0,,,,,,,,,,,146.0,6.0,2.0,2.0,0.0,226.0,4.0,226.0,4.0,0.0,0.0,30.1,3
,Herrera,Paris,Midfielder,,,,,,277.0,3.0,2.0,0.0,1.0,6.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,146.0,6.0,5.0,1.0,0.0,326.0,6.0,326.0,6.0,1.0,0.0,44.3,2
24.0,Hudson-Odoi,Chelsea,Midfielder,2.0,1.0,1.0,15.0,5.0,130.0,7.0,3.0,0.0,4.0,5.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,263.0,4.0,3.0,1.0,0.0,289.0,5.0,289.0,5.0,1.0,2.0,32.3,2
,Hummels,Dortmund,Defender,,,,,,277.0,3.0,0.0,3.0,0.0,5.0,,,,,,,,,,,146.0,6.0,1.0,1.0,1.0,358.0,5.0,358.0,5.0,0.0,0.0,41.2,0
,Hutchinson,Beşiktaş,Midfielder,,,,,,219.0,4.0,2.0,2.0,0.0,4.0,,,,,,,,,,,417.0,2.0,3.0,1.0,0.0,156.0,4.0,156.0,4.0,0.0,0.0,19.9,3
,Iborra,Villarreal,Midfielder,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,1.0,0.0,0.0,1.8,3
,Ibrahimović,Milan,Forward,,,,,,277.0,3.0,0.0,2.0,1.0,4.0,,,,,,,,,,,491.0,1.0,2.0,1.0,0.0,160.0,4.0,160.0,4.0,0.0,0.0,16.4,3
,Icardi,Paris,Forward,,,,,,440.0,1.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,47.0,3.0,0.0,0.0,6.5,3
24.0,Ikoné,LOSC,Midfielder,2.0,0.0,1.0,15.0,5.0,69.0,11.0,4.0,2.0,5.0,5.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,146.0,6.0,2.0,4.0,0.0,297.0,5.0,297.0,5.0,1.0,2.0,35.3,2
64.0,Iličić,Atalanta,Midfielder,1.0,2.0,2.0,13.0,4.0,277.0,3.0,1.0,0.0,2.0,4.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,491.0,1.0,11.0,0.0,0.0,249.0,4.0,249.0,4.0,1.0,1.0,29.3,2
,Innocent,Malmö,Midfielder,,,,,,440.0,1.0,0.0,1.0,0.0,6.0,,,,,,,,,,,40.0,11.0,7.0,1.0,0.0,496.0,6.0,496.0,6.0,0.0,0.0,60.1,0
,Iqbal,Man. United,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1,3
,Ismaily,Shakhtar Donetsk,Defender,,,,,,277.0,3.0,0.0,3.0,0.0,5.0,,,,,,,,,,,491.0,1.0,4.0,0.0,0.0,355.0,5.0,355.0,5.0,0.0,0.0,44.8,3
,Iván Romero,Sevilla,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,1.0,0.0,0.0,2.7,3
,Izquierdo,Club Brugge,Forward,,,,,,440.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,8.0,1.0,0.0,0.0,1.3,3
,J. Timber,Ajax,Midfielder,,,,,,347.0,2.0,0.0,2.0,0.0,8.0,,,,,,,,,,,55.0,10.0,6.0,3.0,0.0,570.0,8.0,570.0,8.0,0.0,0.0,64.9,0
,James,Chelsea,Defender,,,,,,52.0,12.0,5.0,3.0,4.0,6.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,201.0,5.0,7.0,1.0,0.0,505.0,6.0,505.0,6.0,1.0,0.0,54.6,2
,Javi Serrano,Atlético,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,0.0,0.0,2.4,3
64.0,Jesus,Man. City,Forward,1.0,0.0,4.0,7.0,8.0,98.0,9.0,7.0,1.0,1.0,8.0,16.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,71.0,9.0,3.0,3.0,0.0,352.0,8.0,352.0,8.0,4.0,1.0,41.9,2
,Jesús Navas,Sevilla,Defender,,,,,,347.0,2.0,1.0,0.0,1.0,4.0,,,,,,,,,,,326.0,3.0,4.0,1.0,0.0,332.0,4.0,332.0,4.0,0.0,0.0,40,3
24.0,Jones,Liverpool,Midfielder,2.0,0.0,1.0,0.0,4.0,130.0,7.0,4.0,1.0,2.0,4.0,,,,,,,,,,,326.0,3.0,5.0,0.0,0.0,185.0,4.0,185.0,4.0,0.0,2.0,27.1,0
64.0,Jordi Alba,Barcelona,Defender,1.0,0.0,1.0,0.0,5.0,277.0,3.0,2.0,1.0,0.0,5.0,,,,,,,,,,,263.0,4.0,2.0,0.0,0.0,375.0,5.0,375.0,5.0,0.0,1.0,45.8,0
,Jordán,Sevilla,Midfielder,,,,,,277.0,3.0,2.0,0.0,1.0,6.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,55.0,10.0,4.0,2.0,1.0,327.0,6.0,327.0,6.0,1.0,0.0,43.3,2
24.0,Jorginho,Chelsea,Midfielder,2.0,1.0,0.0,1.0,8.0,219.0,4.0,2.0,1.0,1.0,8.0,43.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,71.0,9.0,8.0,0.0,0.0,561.0,8.0,561.0,8.0,2.0,2.0,68.7,2
,Jovane Cabral,Sporting CP,Forward,,,,,,,,,,,,,,,,,,,,,,417.0,2.0,0.0,0.0,0.0,79.0,3.0,79.0,3.0,0.0,0.0,9.8,3
,Jović,Real Madrid,Forward,,,,,,219.0,4.0,1.0,2.0,1.0,3.0,,,,,,,,,,,491.0,1.0,3.0,1.0,0.0,113.0,3.0,113.0,3.0,0.0,0.0,12.9,3
12.0,João Cancelo,Man. City,Defender,3.0,0.0,2.0,26.0,9.0,69.0,11.0,4.0,3.0,4.0,9.0,43.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,40.0,11.0,4.0,3.0,0.0,840.0,9.0,840.0,9.0,2.0,3.0,100.3,2
64.0,João Félix,Atlético,Forward,1.0,1.0,3.0,21.0,8.0,52.0,12.0,3.0,7.0,2.0,8.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,263.0,4.0,13.0,2.0,0.0,573.0,8.0,573.0,8.0,1.0,1.0,68.5,2
5.0,João Mário,Benfica,Midfielder,4.0,8.0,0.0,7.0,8.0,440.0,1.0,1.0,0.0,0.0,8.0,,,,,,,,,,,26.0,13.0,13.0,2.0,0.0,493.0,8.0,493.0,8.0,0.0,4.0,66,0
,João Mário,Porto,Forward,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,4.0,0.0,0.0,351.0,4.0,351.0,4.0,0.0,0.0,39.3,3
,João Palhinha,Sporting CP,Midfielder,,,,,,219.0,4.0,1.0,2.0,1.0,6.0,,,,,,,,,,,1.0,23.0,17.0,2.0,0.0,534.0,6.0,534.0,6.0,0.0,0.0,66.4,0
,João Virginia,Sporting CP,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,1.0,0.0,0.0,5.4,3
,Julien,Sheriff,Defender,,,,,,440.0,1.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,52.0,3.0,0.0,0.0,7.2,3
64.0,Kalulu,Milan,Defender,1.0,0.0,0.0,1.0,5.0,347.0,2.0,1.0,1.0,0.0,5.0,,,,,,,,,,,326.0,3.0,0.0,1.0,0.0,216.0,5.0,216.0,5.0,0.0,1.0,26.6,0
,Kampl,Leipzig,Midfielder,,,,,,440.0,1.0,0.0,1.0,0.0,3.0,,,,,,,,,,,201.0,5.0,2.0,1.0,0.0,270.0,3.0,270.0,3.0,0.0,0.0,35.8,3
,Kanga,Young Boys,Forward,,,,,,347.0,2.0,0.0,1.0,1.0,5.0,,,,,,,,,,,491.0,1.0,1.0,0.0,0.0,75.0,5.0,75.0,5.0,0.0,0.0,10.1,3
64.0,Kanté,Chelsea,Midfielder,1.0,0.0,0.0,4.0,6.0,277.0,3.0,0.0,2.0,1.0,6.0,,,,,,,,,,,31.0,12.0,2.0,0.0,0.0,427.0,6.0,427.0,6.0,0.0,1.0,52.2,0
,Karavaev,Dynamo Kyiv,Defender,,,,,,277.0,3.0,0.0,1.0,2.0,6.0,,,,,,,,,,,491.0,1.0,3.0,0.0,0.0,154.0,6.0,154.0,6.0,0.0,0.0,21.6,3
64.0,Karavaev,Zenit,Defender,1.0,0.0,0.0,4.0,4.0,277.0,3.0,0.0,2.0,1.0,4.0,,,,,,,,,,,417.0,2.0,0.0,1.0,0.0,299.0,4.0,299.0,4.0,0.0,1.0,38.3,0
,Kean,Juventus,Forward,,,,,,98.0,9.0,4.0,4.0,1.0,6.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,201.0,5.0,0.0,0.0,0.0,168.0,6.0,168.0,6.0,1.0,0.0,20.6,2
,Kehrer,Paris,Defender,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,0.0,1.0,0.0,70.0,4.0,70.0,4.0,0.0,0.0,8.3,3
,Kenan Karaman,Beşiktaş,Forward,,,,,,347.0,2.0,0.0,0.0,2.0,5.0,,,,,,,,,,,263.0,4.0,2.0,0.0,0.0,264.0,5.0,264.0,5.0,0.0,0.0,33.7,3
,Kepa,Chelsea,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,1.0,0.0,0.0,5.6,3
64.0,Kessié,Milan,Midfielder,1.0,0.0,0.0,0.0,5.0,219.0,4.0,1.0,2.0,1.0,5.0,,,,,,,,,,,71.0,9.0,6.0,2.0,1.0,321.0,5.0,321.0,5.0,0.0,1.0,41.2,0
24.0,Keïta,Liverpool,Midfielder,2.0,0.0,0.0,6.0,10.0,40.0,14.0,2.0,8.0,4.0,10.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,16.0,15.0,7.0,0.0,0.0,487.0,10.0,487.0,10.0,1.0,2.0,61.5,2
,Kimmich,Bayern,Midfielder,,,,,,113.0,8.0,2.0,2.0,4.0,8.0,,,,,,,,,,,326.0,3.0,17.0,1.0,0.0,702.0,8.0,702.0,8.0,0.0,0.0,96.4,0
,Kimpembe,Paris,Defender,,,,,,,,,,,,,,,,,,,,,,94.0,8.0,6.0,3.0,0.0,630.0,7.0,630.0,7.0,0.0,0.0,64.4,0
,Kjær,Milan,Defender,,,,,,347.0,2.0,1.0,1.0,0.0,3.0,,,,,,,,,,,417.0,2.0,1.0,0.0,0.0,270.0,3.0,270.0,3.0,0.0,0.0,28.6,3
,Kjærgaard,Salzburg,Midfielder,,,,,,440.0,1.0,1.0,0.0,0.0,4.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,417.0,2.0,0.0,1.0,0.0,38.0,4.0,38.0,4.0,1.0,0.0,7.9,3
64.0,Klaassen,Ajax,Midfielder,1.0,0.0,0.0,0.0,7.0,440.0,1.0,1.0,0.0,0.0,7.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,201.0,5.0,2.0,0.0,0.0,232.0,7.0,232.0,7.0,1.0,1.0,33.6,2
,Klostermann,Leipzig,Defender,,,,,,,,,,,,,,,,,,,,,,326.0,3.0,0.0,1.0,0.0,357.0,5.0,357.0,5.0,0.0,0.0,42.2,3
,Knauff,Dortmund,Midfielder,,,,,,440.0,1.0,0.0,1.0,0.0,3.0,,,,,,,,,,,326.0,3.0,1.0,1.0,0.0,20.0,3.0,20.0,3.0,0.0,0.0,5.1,3
,Kobel,Dortmund,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,6.0,0.0,0.0,35.4,3
64.0,Koke,Atlético,Midfielder,1.0,4.0,0.0,2.0,9.0,277.0,3.0,0.0,2.0,1.0,9.0,,,,,,,,,,,107.0,7.0,11.0,1.0,0.0,665.0,9.0,665.0,9.0,0.0,1.0,91.2,0
,Kolarov,Inter,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,0.0,1.1,3
,Kolovos,Sheriff,Midfielder,,,,,,347.0,2.0,0.0,0.0,2.0,6.0,,,,,,,,,,,491.0,1.0,8.0,1.0,0.0,405.0,6.0,405.0,6.0,0.0,0.0,49.3,0
,Konaté,Liverpool,Defender,,,,,,153.0,6.0,2.0,3.0,1.0,8.0,43.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,40.0,11.0,3.0,1.0,0.0,720.0,8.0,720.0,8.0,2.0,0.0,78.5,2
,Kondogbia,Atlético,Midfielder,,,,,,153.0,6.0,1.0,4.0,1.0,9.0,,,,,,,,,,,201.0,5.0,11.0,2.0,0.0,578.0,9.0,578.0,9.0,0.0,0.0,71.3,0
64.0,Koopmeiners,Atalanta,Midfielder,1.0,8.0,0.0,1.0,5.0,219.0,4.0,0.0,1.0,3.0,5.0,,,,,,,,,,,326.0,3.0,3.0,0.0,0.0,210.0,5.0,210.0,5.0,0.0,1.0,28.9,0
,Korniienko,Shakhtar Donetsk,Defender,,,,,,440.0,1.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,83.0,2.0,0.0,0.0,11.2,3
,Koundé,Sevilla,Defender,,,,,,179.0,5.0,2.0,2.0,1.0,5.0,,,,,,,,,,,326.0,3.0,4.0,0.0,0.0,450.0,5.0,450.0,5.0,0.0,0.0,53.2,0
,Kovačić,Chelsea,Midfielder,,,,,,219.0,4.0,0.0,2.0,2.0,6.0,,,,,,,,,,,146.0,6.0,4.0,0.0,0.0,426.0,6.0,426.0,6.0,0.0,0.0,50.3,0
,Kravtsov,Zenit,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,0.0,0.0,3,3
64.0,Kristensen,Salzburg,Defender,1.0,0.0,2.0,12.0,8.0,80.0,10.0,2.0,5.0,3.0,8.0,,,,,,,,,,,20.0,14.0,4.0,1.0,0.0,720.0,8.0,720.0,8.0,0.0,1.0,85.5,0
,Kritsyuk,Zenit,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,0.0,0.0,19.5,3
,Kroos,Real Madrid,Midfielder,,,,,,52.0,12.0,7.0,1.0,4.0,12.0,43.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,12.0,107.0,7.0,18.0,0.0,0.0,902.0,12.0,902.0,12.0,2.0,0.0,116.5,2
,Krugovoi,Zenit,Defender,,,,,,440.0,1.0,0.0,0.0,1.0,6.0,,,,,,,,,,,491.0,1.0,2.0,0.0,0.0,68.0,6.0,68.0,6.0,0.0,0.0,11.8,3
,Krunić,Milan,Midfielder,,,,,,347.0,2.0,0.0,2.0,0.0,4.0,,,,,,,,,,,326.0,3.0,8.0,0.0,0.0,252.0,4.0,252.0,4.0,0.0,0.0,30.6,3
64.0,Kryvtsov,Shakhtar Donetsk,Defender,1.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,491.0,1.0,0.0,0.0,0.0,192.0,3.0,192.0,3.0,0.0,1.0,23.5,3
,Kudus,Ajax,Midfielder,,,,,,440.0,1.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,24.0,2.0,0.0,0.0,3.5,3
,Kulusevski,Juventus,Midfielder,,,,,,440.0,1.0,1.0,0.0,0.0,5.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,146.0,6.0,0.0,1.0,0.0,80.0,5.0,80.0,5.0,1.0,0.0,14.3,2
,Kuznetsov,Zenit,Forward,,,,,,440.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,0.9,3
,Kuzyaev,Zenit,Midfielder,,,,,,277.0,3.0,1.0,1.0,1.0,4.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,326.0,3.0,4.0,0.0,0.0,257.0,4.0,257.0,4.0,1.0,0.0,31.7,2
,Köhn,Salzburg,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,8.0,0.0,0.0,43.8,3
,Kędziora,Dynamo Kyiv,Defender,,,,,,,,,,,,,,,,,,,,,,326.0,3.0,3.0,0.0,0.0,366.0,5.0,366.0,5.0,0.0,0.0,44.4,3
,L. Hernández,Bayern,Defender,,,,,,153.0,6.0,1.0,4.0,1.0,8.0,,,,,,,,,,,40.0,11.0,6.0,2.0,0.0,572.0,8.0,572.0,8.0,0.0,0.0,69.4,0
,L. Nielsen,Malmö,Defender,,,,,,347.0,2.0,0.0,1.0,1.0,5.0,,,,,,,,,,,417.0,2.0,1.0,2.0,0.0,450.0,5.0,450.0,5.0,0.0,0.0,49.1,0
,L. Nmecha,Wolfsburg,Forward,,,,,,98.0,9.0,4.0,1.0,4.0,5.0,43.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,94.0,8.0,9.0,3.0,0.0,322.0,5.0,322.0,5.0,2.0,0.0,42,2
,L. de Jong,Barcelona,Forward,,,,,,153.0,6.0,1.0,5.0,0.0,3.0,,,,,,,,,,,491.0,1.0,1.0,0.0,0.0,179.0,3.0,179.0,3.0,0.0,0.0,22.3,3
,Lacroix,Wolfsburg,Defender,,,,,,347.0,2.0,0.0,2.0,0.0,6.0,,,,,,,,,,,201.0,5.0,6.0,2.0,0.0,540.0,6.0,540.0,6.0,0.0,0.0,61.3,0
