serial_attacking,player_name,club,position,assists_attacking,corner_taken_attacking,offsides_attacking,dribbles_attacking,match_played_attacking,serial_attempts,total_attempts_attempts,on_target_attempts,off_target_attempts,blocked_attempts,match_played_attempts,serial_goals,goals_goals,right_foot_goals,left_foot_goals,headers_goals,others_goals,inside_area_goals,outside_areas_goals,penalties_goals,match_played_goals,serial_disciplinary,fouls_committed_disciplinary,fouls_suffered_disciplinary,red_disciplinary,yellow_disciplinary,minutes_played_disciplinary,match_played_disciplinary,minutes_played_key_stats,match_played_key_stats,goals_key_stats,assists_key_stats,distance_covered_key_stats,cluster_offensive
,Nikolov,Sheriff,Midfielder,,,,,,277.0,3.0,1.0,1.0,1.0,5.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,263.0,4.0,3.0,0.0,0.0,97.0,5.0,97.0,5.0,1.0,0.0,14.6,2
,Nkunku,Leipzig,Midfielder,,,,,,28.0,17.0,11.0,4.0,2.0,6.0,5.0,7.0,3.0,1.0,3.0,0.0,7.0,0.0,0.0,6.0,55.0,10.0,8.0,0.0,0.0,531.0,6.0,531.0,6.0,7.0,0.0,62.8,1
64.0,Novoa,Leipzig,Midfielder,1.0,0.0,0.0,1.0,1.0,440.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,24.0,1.0,0.0,1.0,3.6,3
,Nsoki,Club Brugge,Defender,,,,,,,,,,,,,,,,,,,,,,107.0,7.0,2.0,1.0,0.0,484.0,6.0,484.0,6.0,0.0,0.0,56.8,3
,Nuno Mendes,Paris,Defender,,,,,,347.0,2.0,2.0,0.0,0.0,8.0,,,,,,,,,,,201.0,5.0,10.0,1.0,0.0,581.0,8.0,581.0,8.0,0.0,0.0,62.2,0
,Nuno Santos,Sporting CP,Forward,,,,,,347.0,2.0,1.0,1.0,0.0,7.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,491.0,1.0,2.0,0.0,0.0,218.0,7.0,218.0,7.0,1.0,0.0,28.9,2
,Núñez,Benfica,Forward,,,,,,36.0,15.0,8.0,7.0,0.0,10.0,7.0,6.0,5.0,0.0,1.0,0.0,6.0,0.0,1.0,10.0,146.0,6.0,7.0,1.0,0.0,613.0,10.0,613.0,10.0,6.0,0.0,72.4,1
,Oblak,Atlético,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,10.0,0.0,0.0,52.7,3
64.0,Ocampos,Sevilla,Midfielder,1.0,1.0,1.0,16.0,6.0,52.0,12.0,3.0,7.0,2.0,6.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,263.0,4.0,18.0,2.0,0.0,463.0,6.0,463.0,6.0,1.0,1.0,50.6,2
,Okafor,Salzburg,Midfielder,,,,,,130.0,7.0,5.0,1.0,1.0,6.0,23.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,201.0,5.0,2.0,1.0,0.0,345.0,6.0,345.0,6.0,3.0,0.0,40,2
64.0,Olmo,Leipzig,Forward,1.0,0.0,0.0,5.0,2.0,347.0,2.0,0.0,1.0,1.0,2.0,,,,,,,,,,,326.0,3.0,4.0,0.0,0.0,88.0,2.0,88.0,2.0,0.0,1.0,10.9,3
,Onana,Ajax,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,2.0,0.0,0.0,8.4,3
,Onana,LOSC,Midfielder,,,,,,347.0,2.0,0.0,1.0,1.0,8.0,,,,,,,,,,,491.0,1.0,3.0,0.0,0.0,257.0,8.0,257.0,8.0,0.0,0.0,34.9,0
,Onguéné,Salzburg,Defender,,,,,,,,,,,,,,,,,,,,,,201.0,5.0,5.0,1.0,0.0,437.0,5.0,437.0,5.0,0.0,0.0,48.3,3
,Orbán,Leipzig,Defender,,,,,,,,,,,,,,,,,,,,,,263.0,4.0,3.0,1.0,0.0,315.0,4.0,315.0,4.0,0.0,0.0,35.6,3
64.0,Origi,Liverpool,Forward,1.0,0.0,0.0,3.0,7.0,52.0,12.0,2.0,8.0,2.0,7.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,263.0,4.0,6.0,0.0,0.0,187.0,7.0,187.0,7.0,1.0,1.0,23.8,2
,Otamendi,Benfica,Defender,,,,,,219.0,4.0,1.0,3.0,0.0,9.0,,,,,,,,,,,6.0,17.0,11.0,2.0,0.0,810.0,9.0,810.0,9.0,0.0,0.0,91.2,0
,Otávio,Porto,Midfielder,,,,,,153.0,6.0,0.0,4.0,2.0,6.0,,,,,,,,,,,31.0,12.0,8.0,1.0,0.0,450.0,6.0,450.0,6.0,0.0,0.0,53.8,0
64.0,Oxlade-Chamberlain,Liverpool,Midfielder,1.0,9.0,0.0,6.0,6.0,80.0,10.0,3.0,4.0,3.0,6.0,,,,,,,,,,,417.0,2.0,2.0,0.0,0.0,300.0,6.0,300.0,6.0,0.0,1.0,38.6,0
,Ozdoev,Zenit,Midfielder,,,,,,440.0,1.0,1.0,0.0,0.0,1.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,11.0,1.0,1.0,0.0,2.2,3
,Oğuzhan Özyakup,Beşiktaş,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,2.0,0.0,0.0,7.4,3
,Palmer,Man. City,Midfielder,,,,,,347.0,2.0,2.0,0.0,0.0,3.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,40.0,3.0,1.0,0.0,7,3
64.0,Palomino,Atalanta,Defender,1.0,0.0,1.0,0.0,5.0,277.0,3.0,1.0,1.0,1.0,5.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,201.0,5.0,0.0,1.0,0.0,450.0,5.0,450.0,5.0,1.0,1.0,50.5,2
,Paredes,Paris,Midfielder,,,,,,440.0,1.0,0.0,1.0,0.0,5.0,,,,,,,,,,,107.0,7.0,5.0,3.0,0.0,315.0,5.0,315.0,5.0,0.0,0.0,36.9,0
12.0,Parejo,Villarreal,Midfielder,3.0,36.0,0.0,4.0,12.0,179.0,5.0,1.0,4.0,0.0,12.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,263.0,4.0,17.0,2.0,0.0,1055.0,12.0,1055.0,12.0,1.0,3.0,130.9,2
,Passlack,Dortmund,Midfielder,,,,,,440.0,1.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,60.0,2.0,0.0,0.0,7.6,3
,Pasveer,Ajax,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,6.0,0.0,0.0,32.7,3
,Pau Torres,Villarreal,Defender,,,,,,219.0,4.0,1.0,3.0,0.0,12.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,326.0,3.0,2.0,1.0,0.0,1080.0,12.0,1080.0,12.0,1.0,0.0,124.2,2
64.0,Paulinho,Sporting CP,Forward,1.0,0.0,5.0,8.0,8.0,31.0,16.0,8.0,7.0,1.0,8.0,23.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,8.0,201.0,5.0,14.0,2.0,0.0,582.0,8.0,582.0,8.0,3.0,1.0,68.2,1
,Paulo Bernardo,Benfica,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,5.0,0.0,0.0,8.3,3
,Paulo Otávio,Wolfsburg,Defender,,,,,,,,,,,,,,,,,,,,,,417.0,2.0,6.0,0.0,0.0,171.0,4.0,171.0,4.0,0.0,0.0,20.2,3
64.0,Pavard,Bayern,Defender,1.0,0.0,2.0,0.0,10.0,80.0,10.0,2.0,7.0,1.0,10.0,,,,,,,,,,,71.0,9.0,4.0,0.0,0.0,764.0,10.0,764.0,10.0,0.0,1.0,96.7,0
64.0,Pašalić,Atalanta,Midfielder,1.0,0.0,0.0,2.0,5.0,277.0,3.0,1.0,2.0,0.0,5.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,417.0,2.0,1.0,1.0,0.0,220.0,5.0,220.0,5.0,1.0,1.0,30,2
64.0,Pedraza,Villarreal,Midfielder,1.0,0.0,0.0,9.0,10.0,153.0,6.0,0.0,6.0,0.0,10.0,,,,,,,,,,,201.0,5.0,3.0,1.0,0.0,431.0,10.0,431.0,10.0,0.0,1.0,55.3,0
,Pedri,Barcelona,Midfielder,,,,,,440.0,1.0,0.0,1.0,0.0,2.0,,,,,,,,,,,417.0,2.0,1.0,0.0,0.0,158.0,2.0,158.0,2.0,0.0,0.0,20.7,3
,Pedrinho,Shakhtar Donetsk,Midfielder,,,,,,80.0,10.0,2.0,4.0,4.0,4.0,,,,,,,,,,,201.0,5.0,3.0,0.0,0.0,343.0,4.0,343.0,4.0,0.0,0.0,40.9,0
24.0,Pedro Gonçalves,Sporting CP,Midfielder,2.0,7.0,0.0,10.0,5.0,44.0,13.0,7.0,3.0,3.0,5.0,16.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,326.0,3.0,4.0,0.0,0.0,329.0,5.0,329.0,5.0,4.0,2.0,41.3,1
,Pedro Porro,Sporting CP,Defender,,,,,,113.0,8.0,3.0,2.0,3.0,7.0,73.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,146.0,6.0,12.0,2.0,0.0,529.0,7.0,529.0,7.0,1.0,0.0,60.9,2
,Pepe,Porto,Defender,,,,,,347.0,2.0,1.0,1.0,0.0,5.0,,,,,,,,,,,326.0,3.0,6.0,1.0,0.0,349.0,5.0,349.0,5.0,0.0,0.0,39.8,0
,Pepê,Porto,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,3.0,0.0,0.0,5.7,3
,Perin,Juventus,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,1.0,0.0,0.0,4.3,3
64.0,Perišić,Inter,Midfielder,1.0,0.0,2.0,13.0,8.0,36.0,15.0,4.0,7.0,4.0,8.0,,,,,,,,,,,146.0,6.0,1.0,0.0,0.0,531.0,8.0,531.0,8.0,0.0,1.0,65.5,0
,Pervan,Wolfsburg,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,1.0,0.0,0.0,5.7,3
,Pessina,Atalanta,Midfielder,,,,,,347.0,2.0,2.0,0.0,0.0,4.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,417.0,2.0,3.0,0.0,0.0,211.0,4.0,211.0,4.0,1.0,0.0,29.4,3
,Pezzella,Atalanta,Defender,,,,,,347.0,2.0,1.0,1.0,0.0,3.0,,,,,,,,,,,491.0,1.0,2.0,0.0,0.0,56.0,3.0,56.0,3.0,0.0,0.0,8.1,3
,Peña,Malmö,Midfielder,,,,,,219.0,4.0,2.0,1.0,1.0,5.0,,,,,,,,,,,326.0,3.0,3.0,1.0,0.0,281.0,5.0,281.0,5.0,0.0,0.0,32.5,3
,Peña,Villarreal,Defender,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,0.0,1.0,0.0,18.0,2.0,18.0,2.0,0.0,0.0,3.3,3
,Philipp,Wolfsburg,Forward,,,,,,440.0,1.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,90.0,2.0,0.0,0.0,11.1,3
,Phillips,Liverpool,Defender,,,,,,,,,,,,,,,,,,,,,,417.0,2.0,0.0,0.0,0.0,91.0,2.0,91.0,2.0,0.0,0.0,11.2,3
,Pino,Villarreal,Forward,,,,,,219.0,4.0,2.0,2.0,0.0,7.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,107.0,7.0,7.0,3.0,0.0,431.0,7.0,431.0,7.0,1.0,0.0,54.7,2
,Piqué,Barcelona,Defender,,,,,,347.0,2.0,1.0,1.0,0.0,5.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,94.0,8.0,3.0,2.0,0.0,393.0,5.0,393.0,5.0,1.0,0.0,44,2
,Pizzi,Benfica,Midfielder,,,,,,277.0,3.0,1.0,0.0,2.0,6.0,,,,,,,,,,,,,,,,,,157.0,6.0,0.0,0.0,21.2,3
,Piątkowski,Salzburg,Defender,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,1.0,0.0,0.0,84.0,2.0,84.0,2.0,0.0,0.0,9.8,3
24.0,Pjanic,Beşiktaş,Midfielder,2.0,9.0,0.0,4.0,3.0,277.0,3.0,0.0,3.0,0.0,3.0,,,,,,,,,,,417.0,2.0,6.0,1.0,0.0,261.0,3.0,261.0,3.0,0.0,2.0,32.7,0
,Pogba,Man. United,Midfielder,,,,,,347.0,2.0,1.0,0.0,1.0,6.0,,,,,,,,,,,107.0,7.0,7.0,0.0,0.0,347.0,6.0,347.0,6.0,0.0,0.0,30.9,0
,Pongračić,Dortmund,Defender,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,0.0,0.0,0.0,170.0,5.0,170.0,5.0,0.0,0.0,20.6,3
64.0,Poulsen,Leipzig,Forward,1.0,0.0,0.0,2.0,4.0,179.0,5.0,1.0,2.0,2.0,4.0,,,,,,,,,,,263.0,4.0,1.0,1.0,0.0,147.0,4.0,147.0,4.0,0.0,1.0,18.8,0
64.0,Pulišić,Chelsea,Midfielder,1.0,0.0,1.0,11.0,7.0,153.0,6.0,2.0,4.0,0.0,7.0,43.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,263.0,4.0,4.0,0.0,0.0,367.0,7.0,367.0,7.0,2.0,1.0,47.3,2
,Pyatov,Shakhtar Donetsk,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0,3.0,0.0,0.0,14.2,3
,Raba,Villarreal,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,0.0,0.0,1.7,3
,Rabiot,Juventus,Midfielder,,,,,,113.0,8.0,2.0,4.0,2.0,7.0,,,,,,,,,,,146.0,6.0,4.0,2.0,0.0,536.0,7.0,536.0,7.0,0.0,0.0,67.6,0
,Radeljić,Sheriff,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,3.0,0.0,0.0,10.2,3
,Radonjić,Benfica,Forward,,,,,,440.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,491.0,1.0,0.0,0.0,0.0,31.0,1.0,31.0,1.0,0.0,0.0,3.9,3
64.0,Rafa Mir,Sevilla,Forward,1.0,0.0,0.0,1.0,6.0,80.0,10.0,4.0,5.0,1.0,6.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,326.0,3.0,1.0,1.0,0.0,271.0,6.0,271.0,6.0,1.0,1.0,36.4,2
64.0,Rafa Silva,Benfica,Forward,1.0,0.0,3.0,27.0,9.0,98.0,9.0,1.0,4.0,4.0,9.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,94.0,8.0,14.0,2.0,0.0,704.0,9.0,704.0,9.0,1.0,1.0,85.7,2
64.0,Rafael Leão,Milan,Forward,1.0,0.0,3.0,16.0,4.0,440.0,1.0,1.0,0.0,0.0,4.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,263.0,4.0,2.0,1.0,0.0,294.0,4.0,294.0,4.0,1.0,1.0,32.4,2
,Rakip,Malmö,Midfielder,,,,,,277.0,3.0,1.0,2.0,0.0,6.0,,,,,,,,,,,31.0,12.0,6.0,1.0,0.0,273.0,6.0,273.0,6.0,0.0,0.0,35.9,0
64.0,Rakitić,Sevilla,Midfielder,1.0,7.0,0.0,0.0,5.0,130.0,7.0,3.0,2.0,2.0,5.0,43.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,146.0,6.0,3.0,1.0,0.0,276.0,5.0,276.0,5.0,2.0,1.0,36.4,2
24.0,Rakitskyy,Zenit,Defender,2.0,6.0,0.0,4.0,6.0,130.0,7.0,3.0,2.0,2.0,6.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,417.0,2.0,3.0,1.0,0.0,497.0,6.0,497.0,6.0,1.0,2.0,52.3,2
,Ramsey,Juventus,Midfielder,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,0.0,1.0,0.0,14.0,2.0,14.0,2.0,0.0,0.0,3.2,3
,Ranocchia,Inter,Defender,,,,,,347.0,2.0,1.0,1.0,0.0,3.0,,,,,,,,,,,417.0,2.0,1.0,0.0,0.0,98.0,3.0,98.0,3.0,0.0,0.0,10.9,3
,Rashford,Man. United,Forward,,,,,,80.0,10.0,2.0,5.0,3.0,5.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,326.0,3.0,4.0,1.0,0.0,257.0,5.0,257.0,5.0,1.0,0.0,29.5,2
,Rebić,Milan,Forward,,,,,,347.0,2.0,2.0,0.0,0.0,2.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,417.0,2.0,0.0,1.0,0.0,117.0,2.0,117.0,2.0,1.0,0.0,13,3
,Reinier,Dortmund,Forward,,,,,,347.0,2.0,0.0,2.0,0.0,3.0,,,,,,,,,,,263.0,4.0,0.0,0.0,0.0,126.0,3.0,126.0,3.0,0.0,0.0,16.7,3
,Reinildo,Atlético,Defender,,,,,,,,,,,,,,,,,,,,,,16.0,15.0,15.0,2.0,0.0,816.0,10.0,,,,,,0
,Reinildo,LOSC,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.0,10.0,0.0,0.0,88.8,3
,Rekik,Sevilla,Defender,,,,,,,,,,,,,,,,,,,,,,326.0,3.0,3.0,1.0,0.0,125.0,4.0,125.0,4.0,0.0,0.0,15.1,3
24.0,Renan Lodi,Atlético,Defender,2.0,1.0,5.0,9.0,10.0,219.0,4.0,2.0,1.0,1.0,10.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,20.0,14.0,6.0,0.0,0.0,478.0,10.0,478.0,10.0,1.0,2.0,61.7,2
,Renato Sanches,LOSC,Midfielder,,,,,,219.0,4.0,1.0,2.0,1.0,5.0,,,,,,,,,,,71.0,9.0,8.0,0.0,0.0,407.0,5.0,407.0,5.0,0.0,0.0,49.2,0
,Rensch,Ajax,Defender,,,,,,,,,,,,,,,,,,,,,,417.0,2.0,0.0,0.0,0.0,71.0,5.0,71.0,5.0,0.0,0.0,13.8,3
64.0,Reus,Dortmund,Midfielder,1.0,5.0,7.0,5.0,6.0,36.0,15.0,9.0,3.0,3.0,6.0,23.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,263.0,4.0,3.0,1.0,0.0,499.0,6.0,499.0,6.0,3.0,1.0,62.7,1
,Ricard Puig,Barcelona,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1.0,0.0,0.0,2.4,3
24.0,Ricardo Esgaio,Sporting CP,Defender,2.0,0.0,0.0,1.0,8.0,347.0,2.0,0.0,1.0,1.0,8.0,,,,,,,,,,,107.0,7.0,3.0,1.0,0.0,380.0,8.0,380.0,8.0,0.0,2.0,48.8,0
,Ricca,Club Brugge,Defender,,,,,,277.0,3.0,0.0,3.0,0.0,4.0,,,,,,,,,,,,,,,,,,164.0,4.0,0.0,0.0,21.9,3
,Richards,Bayern,Defender,,,,,,,,,,,,,,,,,,,,,,326.0,3.0,0.0,1.0,0.0,52.0,4.0,52.0,4.0,0.0,0.0,8.5,3
64.0,Rieder,Young Boys,Midfielder,1.0,6.0,0.0,2.0,6.0,153.0,6.0,2.0,1.0,3.0,6.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,146.0,6.0,1.0,0.0,0.0,272.0,6.0,272.0,6.0,1.0,1.0,38.7,2
,Rieks,Malmö,Midfielder,,,,,,277.0,3.0,1.0,2.0,0.0,3.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,491.0,1.0,1.0,1.0,0.0,222.0,3.0,222.0,3.0,1.0,0.0,27.8,3
,Rits,Club Brugge,Midfielder,,,,,,113.0,8.0,4.0,2.0,2.0,6.0,43.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,417.0,2.0,4.0,0.0,0.0,417.0,6.0,417.0,6.0,2.0,0.0,53.9,2
24.0,Robertson,Liverpool,Defender,2.0,27.0,1.0,9.0,10.0,179.0,5.0,2.0,2.0,1.0,10.0,,,,,,,,,,,201.0,5.0,3.0,1.0,0.0,826.0,10.0,826.0,10.0,0.0,2.0,97.7,0
,Rodri,Man. City,Midfielder,,,,,,153.0,6.0,0.0,1.0,5.0,10.0,,,,,,,,,,,2.0,19.0,4.0,2.0,0.0,842.0,10.0,842.0,10.0,0.0,0.0,114.6,0
,Rodrigo Ribeiro,Sporting CP,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.7,3
24.0,Rodrygo,Real Madrid,Forward,2.0,1.0,1.0,20.0,11.0,18.0,23.0,10.0,7.0,6.0,11.0,12.0,5.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,10.0,201.0,5.0,11.0,1.0,0.0,505.0,11.0,505.0,11.0,5.0,2.0,65.7,1
,Romagnoli,Milan,Defender,,,,,,440.0,1.0,0.0,1.0,0.0,5.0,,,,,,,,,,,263.0,4.0,0.0,0.0,0.0,392.0,5.0,392.0,5.0,0.0,0.0,44.7,3
,Ronald Araújo,Barcelona,Defender,,,,,,277.0,3.0,0.0,3.0,0.0,5.0,,,,,,,,,,,491.0,1.0,5.0,1.0,0.0,367.0,5.0,367.0,5.0,0.0,0.0,36.4,3
,Ronaldo,Man. United,Forward,,,,,,19.0,22.0,12.0,8.0,2.0,7.0,7.0,6.0,5.0,0.0,1.0,0.0,4.0,2.0,0.0,7.0,263.0,4.0,11.0,1.0,0.0,611.0,7.0,611.0,7.0,6.0,0.0,59.2,1
,Rosier,Beşiktaş,Defender,,,,,,440.0,1.0,0.0,1.0,0.0,5.0,,,,,,,,,,,263.0,4.0,3.0,0.0,0.0,405.0,5.0,405.0,5.0,0.0,0.0,46.8,3
,Roussillon,Wolfsburg,Defender,,,,,,440.0,1.0,0.0,1.0,0.0,6.0,,,,,,,,,,,263.0,4.0,2.0,2.0,0.0,362.0,6.0,362.0,6.0,0.0,0.0,41.6,0
,Rugani,Juventus,Defender,,,,,,440.0,1.0,1.0,0.0,0.0,4.0,,,,,,,,,,,326.0,3.0,1.0,0.0,0.0,177.0,4.0,177.0,4.0,0.0,0.0,21.7,3
,Rulli,Villarreal,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.0,12.0,0.0,0.0,61.2,3
,Rúben Dias,Man. City,Defender,,,,,,219.0,4.0,1.0,0.0,3.0,8.0,,,,,,,,,,,146.0,6.0,1.0,0.0,0.0,664.0,8.0,664.0,8.0,0.0,0.0,83.1,0
,Rúben Vinagre,Sporting CP,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,2.0,0.0,0.0,7.8,3
,Rüdiger,Chelsea,Defender,,,,,,69.0,11.0,1.0,8.0,2.0,9.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,40.0,11.0,3.0,2.0,0.0,840.0,9.0,840.0,9.0,1.0,0.0,88.4,2
,Rıdvan Yılmaz,Beşiktaş,Defender,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,2.0,0.0,0.0,135.0,2.0,135.0,2.0,0.0,0.0,15.3,3
64.0,S. Thill,Sheriff,Midfielder,1.0,9.0,0.0,1.0,6.0,44.0,13.0,6.0,5.0,2.0,6.0,43.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,6.0,417.0,2.0,2.0,1.0,0.0,540.0,6.0,540.0,6.0,2.0,1.0,76.8,2
,Sabitzer,Bayern,Midfielder,,,,,,179.0,5.0,0.0,4.0,1.0,5.0,,,,,,,,,,,326.0,3.0,0.0,1.0,0.0,133.0,5.0,133.0,5.0,0.0,0.0,19.6,3
,Saelemaekers,Milan,Midfielder,,,,,,219.0,4.0,1.0,1.0,2.0,6.0,,,,,,,,,,,107.0,7.0,7.0,1.0,0.0,444.0,6.0,444.0,6.0,0.0,0.0,57.3,0
24.0,Salah,Liverpool,Forward,2.0,0.0,5.0,49.0,13.0,2.0,42.0,22.0,11.0,9.0,13.0,4.0,8.0,0.0,8.0,0.0,0.0,7.0,1.0,1.0,13.0,263.0,4.0,12.0,0.0,0.0,1008.0,13.0,1008.0,13.0,8.0,2.0,112.0,1
,Salih Uçan,Beşiktaş,Midfielder,,,,,,,,,,,,,,,,,,,,,,417.0,2.0,0.0,0.0,0.0,109.0,5.0,109.0,5.0,0.0,0.0,15.4,3
,Sancho,Man. United,Midfielder,,,,,,179.0,5.0,3.0,1.0,1.0,7.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,,,,,,,,393.0,7.0,1.0,0.0,42,2
,Sandra,Club Brugge,Midfielder,,,,,,440.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,56.0,1.0,0.0,0.0,6.9,3
2.0,Sané,Bayern,Midfielder,6.0,3.0,3.0,32.0,10.0,4.0,33.0,13.0,12.0,8.0,10.0,7.0,6.0,1.0,5.0,0.0,0.0,3.0,3.0,0.0,10.0,417.0,2.0,5.0,0.0,0.0,798.0,10.0,798.0,10.0,6.0,6.0,94,1
,Sarabia,Sporting CP,Forward,,,,,,153.0,6.0,4.0,0.0,2.0,8.0,43.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,8.0,326.0,3.0,12.0,0.0,0.0,510.0,8.0,510.0,8.0,2.0,0.0,66.6,2
,Sarr,Bayern,Defender,,,,,,347.0,2.0,0.0,1.0,1.0,5.0,,,,,,,,,,,326.0,3.0,3.0,1.0,0.0,125.0,5.0,125.0,5.0,0.0,0.0,17.3,3
,Sarr,Chelsea,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2.0,0.0,0.0,11.9,3
,Savage,Man. United,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1,3
,Savić,Atlético,Defender,,,,,,347.0,2.0,0.0,1.0,1.0,5.0,,,,,,,,,,,491.0,1.0,1.0,1.0,0.0,450.0,5.0,450.0,5.0,0.0,0.0,51.6,3
,Saúl Ñíguez,Chelsea,Midfielder,,,,,,179.0,5.0,2.0,3.0,0.0,5.0,,,,,,,,,,,326.0,3.0,1.0,0.0,0.0,159.0,5.0,159.0,5.0,0.0,0.0,23,3
64.0,Schulz,Dortmund,Defender,1.0,0.0,0.0,2.0,4.0,,,,,,,,,,,,,,,,,417.0,2.0,0.0,0.0,0.0,195.0,4.0,195.0,4.0,0.0,1.0,24.5,3
64.0,Schuurs,Ajax,Defender,1.0,0.0,0.0,0.0,3.0,347.0,2.0,0.0,2.0,0.0,3.0,,,,,,,,,,,417.0,2.0,0.0,1.0,0.0,146.0,3.0,146.0,3.0,0.0,1.0,14.4,3
,Seferović,Benfica,Forward,,,,,,277.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,9.0,1.0,0.0,0.0,1.8,3
64.0,Seiwald,Salzburg,Midfielder,1.0,18.0,1.0,5.0,8.0,219.0,4.0,3.0,0.0,1.0,8.0,,,,,,,,,,,2.0,19.0,3.0,2.0,0.0,649.0,8.0,649.0,8.0,0.0,1.0,85.3,0
,Sensi,Inter,Midfielder,,,,,,277.0,3.0,1.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,9.0,2.0,0.0,0.0,2.2,3
